avg_weight_g,shrimp_count,biomass_kg,feed_amount,feeding_frequency,rolling_feed_kg_7d,dissolved_oxygen,temperature,ammonia,ph,salinity,days_normalized,weight_lag_7d,weight_lag_14d,days_to_harvest,harvest_biomass_kg,early_harvest_risk,weight_delta_next
17.377,74657,1297.3145,98.9778,3,114.4663,5.6768,28.8355,0.2002,8.0475,18.6603,0.374497,15.5974,13.5186,30,1421.7939,1,0.229075
10.6896,178672,1909.9278,411.1018,2,120.1562,6.7356,28.3905,0.0492,7.8842,18.6432,0.165696,7.8038,4.66,41,3703.38,1,0.39086
14.9497,218711,3269.6598,163.4223,4,62.4645,4.7854,30.6958,0.2649,7.8759,16.0114,0.395132,13.5181,11.8661,14,3023.7507,1,0.186009
22.339,112954,2523.2801,293.8619,4,16.7043,6.3445,26.1281,0.1177,7.9702,19.6106,0.684861,22.2356,21.7346,0,2284.0399,0,0.0
3.8138,114601,437.0634,277.9157,5,114.8389,5.8683,29.7194,0.128,7.757,20.551,0.053282,0.7949,0.7949,59,2354.8701,0,0.471107
12.6259,51506,650.3081,238.9468,5,103.8714,7.0614,29.2357,0.0748,7.902,20.3692,0.258772,10.3002,7.7788,41,1010.7389,0,0.316039
16.6873,70272,1172.6466,138.3546,5,103.5951,4.2707,27.8433,0.2914,7.8395,19.1419,0.612997,16.2007,15.4603,15,1044.3819,1,0.046846
12.923,157121,2030.4757,389.3848,2,106.871,4.6851,29.3061,0.2564,7.7935,18.4668,0.329725,11.338,9.4738,24,2031.9056,1,0.202929
19.0269,119037,2264.9048,390.6203,3,63.8929,6.1113,29.3051,0.1334,7.8572,23.8085,0.489728,17.6482,16.0316,29,2222.7898,1,0.176928
17.9698,79209,1423.3708,348.7244,3,92.6823,7.0255,28.2113,0.1014,7.7869,16.1384,0.482442,16.5797,15.0294,31,1570.6892,0,0.18523
7.7317,75905,586.8754,140.4355,4,93.6437,4.5645,29.1647,0.2766,7.801,15.4145,0.1488,5.2627,2.5369,1,501.3727,1,0.331381
10.0191,75059,752.0201,205.2057,3,41.285,4.4365,30.779,0.2559,7.9512,19.9859,0.260118,8.3234,6.4822,5,722.9444,1,0.230166
19.9746,125339,2503.5961,121.7867,3,119.8744,5.1061,31.4881,0.2039,7.6946,21.0702,0.720458,19.5993,18.9717,15,2162.9927,1,0.030461
9.916,186160,1845.9583,305.4816,4,44.667,6.2035,30.0202,0.1683,7.7117,17.7195,0.197084,7.7189,5.3642,65,3625.9704,0,0.300827
14.0582,45993,646.5804,81.657,5,117.6315,5.3431,30.9191,0.1807,7.9051,19.5831,0.288512,11.9863,9.6578,41,764.9222,1,0.274605
12.0341,92053,1107.7704,172.3566,4,130.8791,5.0765,28.9947,0.1771,7.9321,22.4219,0.265149,10.0916,7.9505,51,1510.5745,1,0.260988
15.6487,185498,2902.8047,315.0018,4,130.4311,4.7391,28.5944,0.2796,7.742,22.0732,0.467924,14.5597,13.2489,1,2400.4439,1,0.136811
14.9525,201860,3018.3168,267.7381,4,124.1324,6.4379,29.5427,0.1488,7.78,18.1677,0.307982,12.9008,10.6542,35,4252.3506,0,0.276912
22.5664,172132,3884.401,163.2208,5,84.3434,6.7807,27.024,0.1091,7.8406,18.5615,0.637857,22.2347,21.4789,0,3532.8362,0,0.00296
17.0959,184104,3147.4232,95.9139,2,60.1774,4.5325,30.2067,0.2838,7.9016,18.6806,0.672508,16.4548,15.6586,19,2685.0695,1,0.078384
12.1631,51963,632.0324,105.5986,2,29.1384,5.8479,28.9062,0.2039,7.8287,19.2121,0.253024,10.0441,7.7145,52,890.5886,1,0.285211
12.8484,147622,1896.7015,87.3065,4,46.9767,5.5384,29.5642,0.2004,7.7473,19.9002,0.320606,11.0251,9.043,60,2548.2426,1,0.247292
16.2611,81400,1323.6554,343.7883,5,51.7004,5.1722,27.5401,0.2244,7.8134,22.5445,0.324245,14.3801,12.1741,29,1404.7174,1,0.241374
22.0647,60428,1333.3246,349.3378,5,76.7034,6.5186,30.4295,0.1367,7.8387,20.1991,0.480347,20.8996,19.2951,0,1178.5118,0,0.128166
21.1946,68028,1441.8229,249.3962,2,91.6047,6.5654,31.1512,0.1168,7.8715,19.0664,0.527278,19.7988,18.1901,5,1330.1618,0,0.181534
8.8715,176495,1565.7672,308.0446,4,27.1696,7.1994,29.332,0.106,7.9024,18.7336,0.13329,5.4991,1.8742,36,3571.9593,0,0.460872
18.1637,77706,1411.4284,82.5516,3,57.3234,4.6544,30.1827,0.2553,7.8236,21.3151,0.757,18.1637,18.0493,1,1177.3578,1,0.0
16.939,67457,1142.6527,363.328,3,100.7208,7.8534,28.4731,0.0592,7.7113,18.0948,0.260251,14.1485,11.0467,16,1372.4184,0,0.372705
18.9748,151952,2883.2612,266.8755,3,116.9853,6.0782,29.0844,0.2094,7.7588,23.4052,0.427907,17.7367,16.1205,15,2721.4791,1,0.144337
19.1524,173271,3318.5592,204.1095,4,91.0133,5.5783,28.5428,0.1867,7.6071,21.387,0.48209,17.8561,16.3124,25,3287.5471,1,0.164309
25.1563,191973,4829.3374,410.8671,2,110.4553,6.5383,27.7768,0.0619,7.8117,17.2307,0.627106,24.7937,23.9418,0,4267.9393,0,0.001407
20.0296,135414,2712.2928,325.392,5,69.088,5.4019,29.672,0.1933,7.7093,20.1075,0.565796,18.906,17.585,20,2647.9233,0,0.143899
5.2201,107206,559.6246,293.2433,2,83.0259,5.143,30.4633,0.2032,7.7854,19.9568,0.082023,2.8244,2.2925,76,1782.3491,1,0.328342
13.5418,163861,2218.9655,221.1017,5,23.6644,5.3288,30.3917,0.1813,8.041,19.3337,0.332198,11.7293,9.7503,57,3048.5243,1,0.245109
15.5928,159660,2489.5484,430.0579,5,67.0244,4.7389,29.7722,0.2621,7.7011,19.9388,0.62358,14.8329,13.9355,3,2149.2805,1,0.096974
17.0112,46502,791.0531,344.9223,4,19.2931,5.1645,28.0715,0.2223,7.7627,18.1777,0.450603,15.8581,14.438,20,725.1373,1,0.142033
24.5874,51239,1259.8346,443.9093,4,109.7279,6.6288,29.2657,0.0521,7.9913,18.0017,0.550749,23.1772,21.4945,0,1225.5831,0,0.178453
7.1584,156246,1118.4772,432.4353,2,62.7755,6.6214,28.9399,0.0904,7.9254,20.1017,0.085625,3.4606,1.6904,44,3073.3963,0,0.500565
10.8893,93839,1021.8447,388.4038,2,137.858,4.4699,29.5857,0.2637,7.8558,22.0596,0.274538,9.007,6.953,4,934.7961,1,0.254678
14.0883,161343,2273.0494,128.9408,3,90.4739,5.2748,29.9037,0.1884,7.6873,20.9613,0.411947,12.667,11.0743,42,2438.3027,1,0.188748
16.2294,80591,1307.9438,374.042,2,129.9643,4.3052,30.724,0.3044,7.6494,18.1162,0.722061,16.0736,15.6789,11,1158.3599,1,0.0
4.5172,203659,919.9586,380.7145,5,16.0209,7.2501,28.5376,0.0587,7.9012,21.2089,0.043017,1.5359,1.5359,47,4269.3814,1,0.555311
22.2512,53395,1188.1006,162.6525,4,99.8007,5.8483,29.6893,0.1177,7.851,18.374,0.646646,21.6963,20.8302,0,1129.4193,0,0.051253
8.1206,91999,747.0837,319.8271,2,33.8917,7.4149,29.2835,0.0789,7.8288,20.1619,0.13552,5.3288,2.3454,50,1868.8432,0,0.383001
15.6554,88780,1389.888,441.8376,3,119.2607,5.6306,28.4666,0.2019,7.7882,17.9782,0.324082,13.7209,11.4971,34,1575.9474,1,0.252129
19.09,98140,1873.4968,162.8273,3,90.9988,6.2507,28.6055,0.1541,7.9978,21.4418,0.496534,17.8472,16.3515,24,1827.5872,1,0.156172
3.1762,137509,436.7505,160.5923,4,40.6449,4.0764,31.1679,0.2633,7.8706,18.9117,0.069413,1.3177,1.3177,2,426.3434,1,0.267728
23.6504,215887,5105.811,435.1491,2,97.2901,6.9131,26.7094,0.1235,7.8901,20.3588,0.638795,22.8549,21.7839,0,4710.8759,0,0.089759
6.8769,67651,465.2301,216.7223,5,53.0646,6.8704,28.9096,0.0807,7.7642,18.6269,0.069374,2.4639,1.5938,34,1340.1362,0,0.596836
20.6853,141343,2923.7186,151.6463,3,105.1108,4.9499,29.003,0.2156,7.758,16.1667,0.72908,20.4867,19.9736,15,2468.4518,1,0.0
12.7663,77078,984.0043,285.6804,3,127.0671,3.5,29.0477,0.3002,7.9938,21.6145,0.434048,11.5516,10.2133,3,827.823,1,0.163253
4.8244,135232,652.4192,363.1046,3,117.2201,5.3798,27.7983,0.1246,7.962,20.2701,0.073502,2.5212,2.116,92,2374.8804,1,0.317962
17.6963,136153,2409.4024,192.5982,5,96.8419,6.7704,27.7561,0.0933,7.7071,20.7334,0.496301,16.386,14.9274,39,2849.1057,0,0.174823
9.3089,122574,1141.0301,238.2871,5,127.2626,4.7892,28.7791,0.3036,7.7234,17.0807,0.206598,7.2041,4.8974,2,1015.428,1,0.28392
19.7442,92096,1818.3615,439.6761,5,50.1142,5.3123,27.8443,0.182,7.9324,20.4053,0.679388,18.9446,17.9758,22,1742.7549,1,0.099901
8.7017,184203,1602.8736,137.8178,4,93.808,5.8158,28.8723,0.1678,7.6447,19.8213,0.209587,6.6475,4.4392,70,3082.7557,1,0.280691
18.2664,131205,2396.6471,174.319,2,88.0857,5.171,29.3746,0.1981,7.9108,20.4171,0.563207,17.325,16.1577,19,2145.2807,1,0.115283
18.9849,159585,3029.6982,237.8519,3,65.8909,6.2385,29.4333,0.09,7.7282,15.8966,0.482795,17.4147,15.6581,18,3194.759,0,0.208756
12.782,198662,2539.2993,368.4355,3,60.4853,7.4175,28.6335,0.0875,7.9079,20.5568,0.237197,10.3227,7.6446,38,4011.4896,0,0.3332
8.7786,189364,1662.3431,85.1341,4,86.5281,5.5923,28.4598,0.2211,7.858,18.1782,0.20873,7.0144,5.1185,70,3001.4835,1,0.241126
13.6566,121655,1661.3936,202.7266,4,75.2676,5.2259,29.742,0.2082,7.8217,22.5045,0.378372,12.2374,10.671,50,1952.8715,1,0.190508
16.3017,180189,2937.3858,403.3054,3,118.4075,5.1915,31.8222,0.2322,7.8319,17.7717,0.537843,15.4319,14.3653,21,2480.6001,1,0.107547
15.3979,181191,2789.9578,163.1428,3,118.9793,5.435,30.3246,0.2535,7.7061,19.2809,0.583687,14.5576,13.5764,9,2449.5976,1,0.108201
21.9126,212602,4658.6553,315.4202,2,75.9421,7.285,27.3239,0.1214,7.9786,18.2247,0.615156,20.7485,19.3989,1,4339.5437,0,0.150722
16.6367,104741,1742.5414,230.4555,5,33.4047,6.5983,29.4322,0.1151,7.8257,20.4964,0.407397,14.8955,12.9806,30,2199.2453,0,0.234321
13.7001,65539,897.8921,237.3099,2,67.8915,4.8109,28.8968,0.2036,8.0136,21.3976,0.437322,12.488,11.1501,49,1001.3356,1,0.162706
16.7537,126277,2115.6013,440.2526,3,31.4839,4.7988,29.4829,0.2023,8.0231,18.7395,0.433707,15.2384,13.5307,40,2212.7538,1,0.200393
12.2836,144886,1779.7271,250.294,3,59.9506,4.4336,28.8401,0.2907,7.756,18.1569,0.371637,10.9688,9.5086,8,1696.1183,1,0.175733
11.2066,77495,868.455,146.871,2,82.7425,5.7642,27.647,0.204,7.875,21.717,0.214457,8.6565,5.8473,51,1439.9037,1,0.34277
19.4907,65469,1276.0361,115.9607,5,126.9649,4.6967,27.8915,0.1887,7.6731,17.6915,0.754157,19.4907,19.4693,15,1026.7417,1,0.0
13.6005,75595,1028.1306,351.1252,2,27.3049,6.7709,26.9083,0.1377,8.0347,19.7527,0.250711,11.0992,8.311,45,1394.5478,1,0.333428
24.0424,123575,2971.0452,95.643,2,90.0283,6.4465,28.1215,0.0588,7.6381,18.3155,0.662113,23.9032,23.2965,0,2757.1563,0,0.0
11.4604,114308,1310.0147,254.2067,3,61.38,7.1628,27.8874,0.0621,7.9615,21.1249,0.188799,8.7686,5.8546,39,2335.4835,0,0.366132
16.1373,68150,1099.7554,232.6289,5,111.9896,4.5689,30.6689,0.2773,7.9215,19.4472,0.581184,15.2301,14.1711,5,897.3012,1,0.116835
15.9787,150358,2402.5323,258.8265,3,25.5289,4.372,30.4765,0.2879,8.0475,19.5629,0.689502,15.3502,14.5866,5,2199.6243,1,0.078351
17.4843,45451,794.6805,326.5948,4,89.7091,5.4728,27.6428,0.1678,7.9614,20.4883,0.393768,15.8285,13.8687,27,839.8463,1,0.210921
24.6362,196275,4835.4756,200.8903,4,107.6638,6.9587,28.7441,0.0748,7.9531,20.4895,0.782378,24.6362,24.5074,0,4507.0551,0,0.0
24.8799,173689,4321.3657,119.8576,4,44.7506,6.5905,29.6945,0.1066,7.8442,21.2786,0.718714,24.3191,23.4678,0,3946.4324,0,0.054184
20.5168,196249,4026.4093,166.929,4,23.9817,6.1391,29.6803,0.2058,7.8362,20.1897,0.6106,19.6451,18.5521,18,3680.9839,1,0.105655
16.8029,144753,2432.2759,90.0994,2,68.9382,4.7816,29.0314,0.2687,7.8561,19.561,0.705672,16.8029,16.6002,15,2003.327,1,0.0
25.3859,159663,4053.1944,411.098,5,38.3899,6.9362,28.8716,0.1118,7.9481,16.1342,0.586291,25.0893,24.1815,0,3590.6525,0,0.0
12.0075,213915,2568.5941,355.657,4,99.9485,4.2128,29.7053,0.2187,7.9388,23.0989,0.292743,10.324,8.454,46,3307.8677,1,0.225001
15.9517,107348,1712.3844,446.579,5,89.8415,4.8091,29.6584,0.2785,7.9461,21.3324,0.557993,15.1594,14.1825,3,1464.0893,1,0.097484
15.4218,86028,1326.7105,318.2603,2,105.3951,4.1904,28.8202,0.2723,7.6962,18.8557,0.545829,14.5133,13.4562,4,1214.4078,1,0.117303
23.7441,70270,1668.4955,85.1837,3,52.5645,6.6953,28.7153,0.1298,7.7587,22.729,0.727069,22.9572,21.9627,0,1620.3834,0,0.094658
16.6469,59445,989.5747,99.1449,5,86.7265,4.8936,29.5611,0.2442,7.7721,20.4021,0.498221,15.4876,14.1414,31,958.4657,1,0.149917
10.2752,92915,954.7156,198.1854,2,79.8321,6.0048,28.3244,0.1875,7.8726,19.6397,0.230673,8.1638,5.8626,58,1511.8216,1,0.285868
4.6818,179917,842.3278,354.1788,3,85.5029,6.9325,28.9062,0.0528,7.744,17.3224,0.066778,1.7547,1.3339,59,3691.7064,0,0.403913
8.7069,72189,628.545,435.5485,5,22.8316,6.1081,28.6459,0.1435,7.7432,19.8752,0.165727,6.3197,3.7739,59,1545.4153,1,0.327925
21.6888,85981,1864.823,172.6833,2,79.5661,7.0581,28.9768,0.0894,7.9356,18.0622,0.447115,20.1339,18.2018,2,1811.3292,0,0.190019
9.5225,58477,556.8489,140.9379,3,40.9719,6.5642,28.9352,0.101,7.8227,20.3978,0.129939,6.174,2.5076,40,1225.7336,0,0.451975
11.2803,217259,2450.7524,151.0989,4,30.4631,4.3345,30.2177,0.2699,7.6847,19.1364,0.318176,9.8305,8.2155,9,2503.2617,1,0.193365
25.9814,57020,1481.4596,281.0581,5,31.0869,6.8372,29.5396,0.0896,7.7395,19.6893,0.625692,25.1536,24.0057,0,1444.8119,0,0.090316
13.7126,174702,2395.6248,414.914,2,65.0139,4.8234,30.9233,0.2699,8.0795,17.7814,0.346807,12.2455,10.5129,19,2338.7412,1,0.187221
17.062,130862,2232.7692,358.7982,3,27.1055,7.1143,29.6021,0.0957,7.784,19.3093,0.385884,15.2159,13.1931,25,2654.5897,0,0.249055
8.775,94295,827.4367,191.876,4,40.4987,5.0181,29.7234,0.2558,7.9118,20.9141,0.205677,6.8931,4.8346,13,928.1144,1,0.254185
12.7492,121306,1546.557,368.517,2,25.7367,3.7943,28.3158,0.2941,7.7781,18.2218,0.341293,11.2395,9.543,12,1418.8801,1,0.200108
22.7743,199762,4549.4372,371.6566,5,101.4883,7.4861,28.1627,0.0805,7.8926,20.2084,0.372436,20.4709,17.7221,0,4446.1821,0,0.291458
20.8299,201623,4199.7776,431.4978,5,123.6986,6.7773,28.3992,0.0747,7.7801,20.108,0.424916,19.3193,17.4536,8,4248.7023,0,0.185597
17.3359,56889,986.2214,120.6788,4,77.8014,5.0829,28.5065,0.2248,7.8283,18.2454,0.699904,16.9131,16.2868,15,855.0273,1,0.042334
20.7498,171682,3562.371,191.8648,4,95.4573,6.6113,28.412,0.1379,7.9424,20.9991,0.372037,18.7173,16.3006,6,3631.6642,0,0.257936
16.2272,215608,3498.7133,392.6536,4,93.5379,5.7924,28.439,0.2485,7.8187,19.4644,0.455234,15.0208,13.6055,28,3236.4491,1,0.154772
21.3544,95153,2031.9308,279.3312,5,109.2585,5.4246,29.902,0.182,7.7992,16.1412,0.540926,20.8238,19.8318,15,1786.8009,1,0.031781
6.6988,147921,990.8886,242.1171,4,56.1995,7.2879,28.0458,0.1023,7.9098,18.0022,0.086713,3.2933,1.6233,60,2671.9533,1,0.461566
19.4955,82383,1606.0991,203.9954,4,52.115,7.0525,27.4783,0.0729,7.9779,20.6221,0.517174,18.1556,16.6409,18,1681.3965,0,0.176814
19.6033,81832,1604.174,446.6747,2,72.1959,5.7263,29.8795,0.1706,7.7805,18.6026,0.581054,18.5632,17.3393,27,1451.9162,1,0.133111
17.5824,182920,3216.1691,418.5885,3,57.5913,4.6095,28.8407,0.2355,7.8702,21.8074,0.762821,17.1453,16.5411,15,2767.9507,1,0.047878
3.6953,211943,783.1946,404.167,2,96.366,6.4886,29.4249,0.1275,7.7478,22.6673,0.0439,0.8416,0.8416,61,3972.4332,1,0.535875
10.8717,79147,860.4608,146.3683,4,101.8779,6.6269,29.0032,0.1776,7.7406,18.8881,0.215571,8.6026,6.122,56,1373.782,1,0.306598
24.8149,106466,2641.9478,160.4457,4,77.6633,5.8382,30.8422,0.0797,7.755,19.8017,0.716084,24.8149,24.5172,0,2394.7637,0,0.0
23.7889,77637,1846.9008,389.5076,2,88.7203,6.5278,28.6265,0.053,8.1286,18.7245,0.549723,22.4093,20.7946,0,1778.6202,0,0.177331
23.0358,82064,1890.4088,412.5647,3,19.9488,6.1962,28.3272,0.1559,8.0217,19.0564,0.709597,22.6147,21.8958,0,1819.8603,0,0.032633
15.5289,130161,2021.2514,188.4312,5,20.34,5.1457,27.462,0.2021,7.6573,17.025,0.359252,13.927,12.0667,31,2122.8687,1,0.207132
20.3363,56154,1141.9656,156.4467,4,36.5774,5.4858,30.5425,0.1576,7.7901,19.8998,0.542426,19.3767,18.1441,16,1073.3519,1,0.113672
22.7252,155106,3524.8113,177.6601,5,75.0214,6.6345,28.709,0.0906,7.9924,22.8584,0.665372,22.7252,22.5301,0,3246.2672,0,0.0
6.8829,147895,1017.9536,253.4666,3,31.6885,5.2682,29.0102,0.2115,7.7818,19.3229,0.111017,4.3069,2.3765,56,2344.764,1,0.348135
17.8471,158609,2830.7136,215.695,4,27.2544,5.0119,29.0693,0.243,7.9826,16.9774,0.663613,17.255,16.4588,15,2454.6053,1,0.066923
23.3858,117371,2744.8092,385.9746,3,41.2888,6.9926,26.716,0.1073,7.8107,21.1885,0.691821,22.6676,21.7037,0,2539.2514,0,0.081307
9.1864,204497,1878.5947,198.4836,5,110.0688,4.264,31.314,0.3093,7.6949,22.3085,0.28579,7.7319,6.152,6,1797.0521,1,0.197402
9.523,70520,671.5636,405.7251,3,122.1998,6.1675,28.1567,0.1499,7.8332,21.0603,0.168008,6.7258,3.6778,59,1284.1261,1,0.37881
16.3114,108707,1773.1648,272.6973,3,72.5302,4.1551,29.721,0.2609,7.8569,19.7677,0.653672,16.2393,15.8458,1,1504.0242,1,0.0
15.7048,190810,2996.6295,293.2321,5,67.1206,5.9211,28.6891,0.2237,7.8845,19.2109,0.399818,14.3764,12.7985,26,2821.983,1,0.168711
18.1356,166086,3012.0685,323.835,2,47.7817,6.272,29.0431,0.1499,7.7221,18.1756,0.402664,16.2374,14.1111,19,3546.9424,0,0.252163
21.4332,189870,4069.5129,164.2377,3,85.5438,6.8224,29.0581,0.1404,7.7789,20.3884,0.642959,20.7472,19.793,15,3624.5138,1,0.074571
21.9348,114163,2504.1374,292.4199,3,31.7932,6.538,27.4196,0.1427,7.9142,19.8011,0.697193,21.13,20.1451,1,2291.4795,0,0.099686
16.6298,132706,2206.8782,298.1241,2,90.9079,4.6177,31.2303,0.2692,7.8089,20.3966,0.719249,16.6298,16.6298,15,1825.6808,1,0.0
15.0718,85699,1291.6402,129.5246,5,36.9394,5.7071,30.8288,0.1681,7.9541,19.8878,0.296135,12.88,10.3482,32,1542.617,1,0.284597
8.7802,122453,1075.1564,213.7519,2,96.74,6.3272,27.4961,0.1395,7.9592,24.2705,0.13788,5.7022,2.3203,53,2171.6495,1,0.41445
14.8128,119566,1771.1092,346.9735,4,113.0781,6.3101,28.6752,0.1888,7.6089,20.417,0.358229,13.1285,11.2837,55,2183.5375,1,0.227289
10.5262,124358,1309.0119,151.5242,2,91.4518,4.8559,29.0113,0.279,7.99,18.2255,0.247316,8.667,6.5786,1,1117.0172,1,0.24648
18.181,199392,3625.1511,401.9425,4,62.0983,4.3418,27.7664,0.2429,8.07,21.7973,0.623126,17.7049,16.968,3,3167.8656,1,0.044627
12.7029,165099,2097.238,393.5921,3,74.7394,4.5323,30.9959,0.2773,7.6576,18.4074,0.346146,11.2524,9.612,1,1776.1708,1,0.191355
13.5366,70396,952.9211,397.403,4,33.6757,4.9485,30.6318,0.2317,7.8683,20.9183,0.49699,12.4984,11.331,10,830.5264,1,0.137534
4.4042,81013,356.7934,142.2679,2,18.182,6.5896,27.1485,0.0907,7.7838,22.1035,0.065108,1.1421,0.7975,60,1630.5962,0,0.446921
17.8711,214095,3826.1102,410.7151,5,40.7552,6.5657,29.4284,0.0875,7.5589,15.94,0.354088,15.9603,13.779,23,4544.8234,0,0.250338
18.4794,97971,1810.4407,259.3629,5,84.6647,4.2227,30.8455,0.2394,7.9181,19.5914,0.662325,18.4284,18.0285,15,1480.5401,1,0.0
20.4175,63686,1300.3084,191.9019,3,105.475,4.9345,29.3701,0.2257,7.7349,19.2668,0.776744,20.285,19.8632,15,1051.6138,1,0.0
9.7478,46898,457.1533,180.9007,3,65.3202,7.035,28.5173,0.1282,7.7346,20.889,0.118439,6.1771,2.3492,33,911.9451,0,0.483766
5.7936,63903,370.2262,372.0909,4,115.3599,6.2824,29.1326,0.1862,7.7904,20.054,0.100337,3.523,2.1793,85,1144.1982,1,0.312552
16.5943,177284,2941.9123,119.1142,5,122.6763,5.487,30.1931,0.2169,7.8166,19.5218,0.487227,15.5563,14.2961,22,2776.5144,1,0.129472
22.6959,105291,2389.6753,404.4983,5,126.3592,6.1795,28.9247,0.1465,7.7911,21.2251,0.743671,22.1081,21.3045,0,2180.8664,1,0.065186
18.4882,192944,3567.1921,256.4036,4,56.8535,5.2331,29.4366,0.1765,7.7428,18.6491,0.571168,17.7146,16.6731,15,3124.6117,1,0.08732
10.9964,158107,1738.6061,139.3716,3,37.4177,6.5059,29.2801,0.1482,8.0204,22.2396,0.235166,8.7186,6.243,61,3035.3294,1,0.309012
14.9002,153078,2280.8853,119.9864,5,126.8567,4.8412,29.8491,0.2747,7.7939,17.1674,0.386849,13.5449,11.9247,16,2116.6844,1,0.171234
10.3657,144421,1497.021,307.6741,3,88.7547,4.9379,31.6505,0.1642,7.6818,20.7349,0.182476,7.8666,5.0979,48,2395.7282,1,0.334571
19.3159,167641,3238.1397,364.4305,4,126.3969,4.8841,28.7042,0.2399,7.9643,21.8212,0.555929,18.6467,17.6585,15,2588.7589,1,0.067321
20.7304,69955,1450.1952,432.969,4,71.7043,6.7007,27.4714,0.1188,7.7857,18.6735,0.724672,20.1307,19.3447,15,1209.9967,1,0.069605
19.1435,125829,2408.8069,220.7331,3,22.2129,6.0359,30.847,0.1649,7.8776,21.4509,0.465294,18.1717,16.8147,15,2116.146,1,0.105169
18.4891,153755,2842.7859,184.6898,5,34.9088,6.3863,28.8853,0.1252,7.7425,21.794,0.497412,17.1271,15.6063,26,3256.8307,0,0.181347
4.6386,147818,685.6756,384.4824,2,96.7281,6.1673,27.4418,0.0862,7.7895,19.5741,0.072983,2.0038,1.3755,70,2946.3118,1,0.364044
22.402,109775,2459.1742,126.8228,5,69.1943,7.4768,27.5354,0.0545,7.9056,21.7394,0.577881,21.8929,20.9628,0,2334.7952,1,0.032918
20.6708,81878,1692.4801,429.1006,4,114.1724,6.4889,28.0662,0.12,7.8894,18.7043,0.568352,19.658,18.4223,15,1742.7569,0,0.125779
16.1105,89568,1442.9884,397.3491,4,115.2339,4.9163,30.1075,0.2606,7.9937,17.1529,0.462757,14.8018,13.2918,32,1343.993,1,0.170103
15.74,170701,2686.8389,321.0211,2,138.5968,4.7359,27.6344,0.2842,7.9304,19.8374,0.785245,15.74,15.74,7,2385.5357,1,0.0
20.2177,163153,3298.5794,324.7243,2,81.7174,5.4642,29.2091,0.2264,7.7921,18.3925,0.641582,20.2021,19.8233,15,2850.3064,1,0.0
19.7975,184605,3654.7264,327.9473,4,65.2208,6.2071,27.778,0.1024,8.03,20.1182,0.391177,18.1654,16.1617,17,3939.9084,0,0.201618
20.7218,143973,2983.3758,225.0946,4,111.8471,5.0578,31.0125,0.1811,7.8731,17.9296,0.714097,20.7186,20.4302,15,2597.4693,1,0.0
10.757,150263,1616.3849,88.7207,3,83.9426,6.8658,28.5481,0.1162,7.7794,22.4682,0.142704,7.3149,3.5584,32,3063.8384,0,0.465643
12.3558,205943,2544.5823,148.1952,5,130.3411,6.2012,28.4998,0.2253,7.8859,18.5997,0.29666,10.5118,8.478,50,3220.5608,1,0.247651
6.7462,213498,1440.3101,214.0115,4,94.3206,6.7312,27.7824,0.1147,7.7844,19.4446,0.078243,3.1967,2.0459,45,4503.9578,1,0.483019
18.721,69710,1305.0418,245.2358,2,63.1388,4.4452,28.2218,0.2532,7.9474,21.3575,0.47915,17.9029,16.69,5,1052.258,1,0.081844
14.3769,87192,1253.5474,107.5428,3,39.6247,4.2974,29.5871,0.3047,7.5211,16.1736,0.347313,12.7227,10.7865,2,1007.2987,1,0.212592
5.4434,214585,1168.0781,137.6318,3,65.559,6.6033,28.3267,0.0725,8.0404,19.1282,0.082759,2.2185,0.8494,51,4479.1924,0,0.443122
22.0715,154023,3399.5228,144.4848,3,72.4877,6.1978,28.4011,0.1799,7.644,21.631,0.60017,21.1294,19.9405,0,3133.6438,0,0.113501
20.3792,149637,3049.486,348.3882,2,84.8316,6.4729,28.3377,0.2021,7.8032,24.5743,0.539505,19.575,18.4141,15,2729.5339,1,0.083447
15.2223,169244,2576.2896,384.4818,4,137.2377,4.9681,29.009,0.2679,7.7041,20.7589,0.403704,13.8131,12.1636,12,2269.209,1,0.181117
15.6018,152842,2384.6115,403.1972,4,65.3381,5.2797,29.6378,0.187,7.8969,19.824,0.338901,13.6588,11.4726,41,2793.2901,1,0.257292
20.0612,114550,2298.0157,390.5269,5,41.9493,5.7829,29.8252,0.1494,7.8722,18.3538,0.739123,20.0612,20.0146,15,2009.3373,1,0.0
18.842,75586,1424.1897,148.2438,3,80.4414,6.5901,29.0306,0.1541,7.8282,19.051,0.578686,17.7811,16.5371,28,1310.9366,1,0.136155
15.229,61786,940.938,402.3717,5,51.0293,4.313,30.4484,0.2928,7.8623,25.0008,0.656748,14.6464,13.9218,4,825.043,1,0.071138
18.6795,144834,2705.4229,312.1066,2,63.4005,6.2382,30.7574,0.1272,7.8445,17.0592,0.461896,17.0402,15.2231,18,2920.1204,0,0.219395
14.1487,166275,2352.573,104.3248,2,68.9288,6.8256,28.1525,0.075,7.8598,20.1727,0.296477,12.0428,9.7696,35,3334.0557,0,0.286988
19.9315,45511,907.1037,328.846,4,85.1913,6.2815,27.9677,0.1462,7.8155,21.1928,0.674523,19.9229,19.5848,15,766.897,1,0.0
16.4057,162667,2668.6651,187.617,4,37.0868,5.073,28.6074,0.1969,7.7572,19.8064,0.528296,15.3229,14.0875,35,2537.632,1,0.141914
